,biocyc_id,regulator,regulator_biocyc_id,regulator_bigg_id,regulator_type,enzyme,reaction,mechanism,regulation_mode,ki,ki_unit
ECOLI:REG0-8899,ECOLI:REG0-8899,CARBAMOYL-P,ECOLI:CARBAMOYL-P,cbp,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8898,ECOLI:REG0-8898,CPD0-1650,ECOLI:CPD0-1650,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,OTHER,-,NA,NA
ECOLI:REG0-8892,ECOLI:REG0-8892,L-PHOSPHINOTHRICIN,ECOLI:L-PHOSPHINOTHRICIN,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8891,ECOLI:REG0-8891,L-ALPHA-ALANINE,ECOLI:L-ALPHA-ALANINE,ala__L,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-6950,ECOLI:REG0-6950,ARG,ECOLI:ARG,arg__L,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6949,ECOLI:REG0-6949,L-CITRULLINE,ECOLI:L-CITRULLINE,citr__L,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6948,ECOLI:REG0-6948,CPD0-1691,ECOLI:CPD0-1691,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6947,ECOLI:REG0-6947,CD+2,ECOLI:CD+2,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6946,ECOLI:REG0-6946,CU+2,ECOLI:CU+2,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6945,ECOLI:REG0-6945,HG+2,ECOLI:HG+2,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6944,ECOLI:REG0-6944,ZN+2,ECOLI:ZN+2,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-6943,ECOLI:REG0-6943,CPD0-1690,ECOLI:CPD0-1690,NA,compound,N-ACETYLTRANSFER-CPLX,N-ACETYLTRANSFER-RXN,NA,-,NA,NA
ECOLI:REG0-11849,ECOLI:REG0-11849,ADP,ECOLI:ADP,adp,compound,SUCCCOASYN,SUCCCOASYN-RXN,NA,+,NA,NA
ECOLI:REG0-7060,ECOLI:REG0-7060,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,ECOLI:5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,air,compound,AIRS-CPLX,AIRS-RXN,NA,-,NA,NA
ECOLI:REG0-7059,ECOLI:REG0-7059,Pi,ECOLI:Pi,NA,compound,AIRS-CPLX,AIRS-RXN,NA,-,NA,NA
ECOLI:REG0-7058,ECOLI:REG0-7058,ADP,ECOLI:ADP,adp,compound,AIRS-CPLX,AIRS-RXN,NA,-,NA,NA
ECOLI:REG0-7057,ECOLI:REG0-7057,ADP,ECOLI:ADP,adp,compound,AIRS-CPLX,AIRS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7112,ECOLI:REG0-7112,HIS,ECOLI:HIS,his__L,compound,IMIDHISTID-CPLX,HISTIDPHOS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7111,ECOLI:REG0-7111,HISTIDINOL,ECOLI:HISTIDINOL,histd,compound,IMIDHISTID-CPLX,HISTIDPHOS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12126,ECOLI:REG0-12126,OXAMATE,ECOLI:OXAMATE,NA,compound,CPLX0-8158,DLACTDEHYDROGNAD-RXN,MIXED,-,NA,NA
ECOLI:REG0-7197,ECOLI:REG0-7197,2-OXOBUTANOATE,ECOLI:2-OXOBUTANOATE,2obut,compound,CPLX0-8158,DLACTDEHYDROGNAD-RXN,NA,+,NA,NA
ECOLI:REG0-7196,ECOLI:REG0-7196,PYRUVATE,ECOLI:PYRUVATE,pyr,compound,CPLX0-8158,DLACTDEHYDROGNAD-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7195,ECOLI:REG0-7195,ATP,ECOLI:ATP,atp,compound,CPLX0-8158,DLACTDEHYDROGNAD-RXN,NA,-,NA,NA
ECOLI:REG0-9653,ECOLI:REG0-9653,CPD0-1242,ECOLI:CPD0-1242,NA,compound,CPLX0-252,2.3.1.180-RXN,NA,-,NA,NA
ECOLI:REG0-8791,ECOLI:REG0-8791,ACYL-ACP,ECOLI:ACYL-ACP,NA,protein,CPLX0-252,2.3.1.180-RXN,OTHER,-,NA,NA
ECOLI:REG0-8790,ECOLI:REG0-8790,ACYL-ACP,ECOLI:ACYL-ACP,NA,protein,CPLX0-252,2.3.1.180-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9831,ECOLI:REG0-9831,Oxygen-Substituted-Quinates,ECOLI:Oxygen-Substituted-Quinates,NA,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,NA,-,NA,NA
ECOLI:REG0-9830,ECOLI:REG0-9830,CPD0-1374,ECOLI:CPD0-1374,NA,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,NA,-,NA,NA
ECOLI:REG0-9829,ECOLI:REG0-9829,CPD0-1373,ECOLI:CPD0-1373,NA,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9828,ECOLI:REG0-9828,CPD0-1372,ECOLI:CPD0-1372,NA,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9827,ECOLI:REG0-9827,CPD0-1370,ECOLI:CPD0-1370,NA,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9826,ECOLI:REG0-9826,3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P,ECOLI:3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P,2dda7p,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8643,ECOLI:REG0-8643,NAD,ECOLI:NAD,nad,compound,AROB-MONOMER,3-DEHYDROQUINATE-SYNTHASE-RXN,NA,-,NA,NA
ECOLI:REG0-8372,ECOLI:REG0-8372,GLY,ECOLI:GLY,gly,compound,PGLYCDEHYDROG-CPLX,PGLYCDEHYDROG-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-8371,ECOLI:REG0-8371,SER,ECOLI:SER,NA,compound,PGLYCDEHYDROG-CPLX,PGLYCDEHYDROG-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-7476,ECOLI:REG0-7476,FRUCTOSE-6P,ECOLI:FRUCTOSE-6P,f6p,compound,6PFK-1-CPX,6PFRUCTPHOS-RXN,OTHER,+,NA,NA
ECOLI:REG0-7475,ECOLI:REG0-7475,GDP,ECOLI:GDP,gdp,compound,6PFK-1-CPX,6PFRUCTPHOS-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7474,ECOLI:REG0-7474,ADP,ECOLI:ADP,adp,compound,6PFK-1-CPX,6PFRUCTPHOS-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-7473,ECOLI:REG0-7473,PHOSPHO-ENOL-PYRUVATE,ECOLI:PHOSPHO-ENOL-PYRUVATE,pep,compound,6PFK-1-CPX,6PFRUCTPHOS-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-15746,ECOLI:REG0-15746,PHOSPHO-ENOL-PYRUVATE,ECOLI:PHOSPHO-ENOL-PYRUVATE,pep,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,NA,-,NA,NA
ECOLI:REG0-15745,ECOLI:REG0-15745,GTP,ECOLI:GTP,gtp,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,NA,-,NA,NA
ECOLI:REG0-15744,ECOLI:REG0-15744,CIT,ECOLI:CIT,cit,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,NA,-,NA,NA
ECOLI:REG0-12957,ECOLI:REG0-12957,PTSH-MONOMER,ECOLI:PTSH-MONOMER,NA,protein,6PFK-2-CPX,6PFRUCTPHOS-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-11799,ECOLI:REG0-11799,K+,ECOLI:K+,NA,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,NA,-,NA,NA
ECOLI:REG0-6968,ECOLI:REG0-6968,Pi,ECOLI:Pi,NA,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,NA,-,NA,NA
ECOLI:REG0-6967,ECOLI:REG0-6967,ATP,ECOLI:ATP,atp,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,ALLOSTERIC,-,NA,NA
ECOLI:REG0-6966,ECOLI:REG0-6966,FRUCTOSE-16-DIPHOSPHATE,ECOLI:FRUCTOSE-16-DIPHOSPHATE,fdp,compound,6PFK-2-CPX,6PFRUCTPHOS-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12808,ECOLI:REG0-12808,K+,ECOLI:K+,NA,compound,PHOSGLYCMUTASE,RXN-15513,NA,-,NA,NA
ECOLI:REG0-12807,ECOLI:REG0-12807,Pi,ECOLI:Pi,NA,compound,PHOSGLYCMUTASE,RXN-15513,NA,-,NA,NA
ECOLI:REG0-8157,ECOLI:REG0-8157,CPD-4584,ECOLI:CPD-4584,NA,compound,PHOSGLYCMUTASE,RXN-15513,NA,-,NA,NA
ECOLI:REG0-15844,ECOLI:REG0-15844,CARDIOLIPIN,ECOLI:CARDIOLIPIN,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,+,NA,NA
ECOLI:REG0-13448,ECOLI:REG0-13448,CARBON-MONOXIDE,ECOLI:CARBON-MONOXIDE,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,COMPETITIVE,-,2.4,&micro;mole
ECOLI:REG0-13446,ECOLI:REG0-13446,CPD-7733,ECOLI:CPD-7733,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-12948,ECOLI:REG0-12948,NITRIC-OXIDE,ECOLI:NITRIC-OXIDE,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-12485,ECOLI:REG0-12485,HS,ECOLI:HS,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-9634,ECOLI:REG0-9634,CPD0-1233,ECOLI:CPD0-1233,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-9633,ECOLI:REG0-9633,CPD0-1232,ECOLI:CPD0-1232,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-9624,ECOLI:REG0-9624,CPD-7082,ECOLI:CPD-7082,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-9494,ECOLI:REG0-9494,CPD-581,ECOLI:CPD-581,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-9493,ECOLI:REG0-9493,FORMAMIDE,ECOLI:FORMAMIDE,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-8509,ECOLI:REG0-8509,Phospholipids,ECOLI:Phospholipids,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,+,NA,NA
ECOLI:REG0-8508,ECOLI:REG0-8508,HYDROXYLAMINE,ECOLI:HYDROXYLAMINE,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-8507,ECOLI:REG0-8507,CPD-7975,ECOLI:CPD-7975,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-8504,ECOLI:REG0-8504,CPD-2841,ECOLI:CPD-2841,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-8503,ECOLI:REG0-8503,ZN+2,ECOLI:ZN+2,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-8502,ECOLI:REG0-8502,CD+2,ECOLI:CD+2,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-8501,ECOLI:REG0-8501,CO+2,ECOLI:CO+2,NA,compound,CYT-O-UBIOX-CPLX,RXN-21817,NA,-,NA,NA
ECOLI:REG0-12195,ECOLI:REG0-12195,CPD-67,ECOLI:CPD-67,NA,compound,TPI,TRIOSEPISOMERIZATION-RXN,COMPETITIVE,-,6000.0,&micro;mole
ECOLI:REG0-11199,ECOLI:REG0-11199,ARABINOSE-5P,ECOLI:ARABINOSE-5P,NA,compound,RIB5PISOMA-CPLX,RIB5PISOM-RXN,NA,-,NA,NA
ECOLI:REG0-6999,ECOLI:REG0-6999,AMP,ECOLI:AMP,NA,compound,RIB5PISOMA-CPLX,RIB5PISOM-RXN,NA,-,NA,NA
ECOLI:REG0-8279,ECOLI:REG0-8279,IODOACETATE,ECOLI:IODOACETATE,NA,compound,RIB5PISOMB-CPLX,RIB5PISOM-RXN,NA,-,NA,NA
ECOLI:REG0-9737,ECOLI:REG0-9737,CPD0-1306,ECOLI:CPD0-1306,NA,compound,FABA-CPLX,3-HYDROXYDECANOYL-ACP-DEHYDR-RXN,NA,-,NA,NA
ECOLI:REG0-9629,ECOLI:REG0-9629,CPD0-1228,ECOLI:CPD0-1228,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-9628,ECOLI:REG0-9628,CPD0-1227,ECOLI:CPD0-1227,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-8494,ECOLI:REG0-8494,N-ETHYLMALEIMIDE,ECOLI:N-ETHYLMALEIMIDE,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,NA,+,NA,NA
ECOLI:REG0-8493,ECOLI:REG0-8493,ACYL-ACP,ECOLI:ACYL-ACP,NA,protein,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,NA,-,NA,NA
ECOLI:REG0-8492,ECOLI:REG0-8492,PHMB,ECOLI:PHMB,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,NA,-,NA,NA
ECOLI:REG0-8491,ECOLI:REG0-8491,IODOACETATE,ECOLI:IODOACETATE,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADH-RXN,NA,-,NA,NA
ECOLI:REG0-12894,ECOLI:REG0-12894,SO3,ECOLI:SO3,NA,compound,EG10003-MONOMER,TRANS-RXN0-586,NA,-,NA,NA
ECOLI:REG0-13112,ECOLI:REG0-13112,PALMITYL-COA,ECOLI:PALMITYL-COA,NA,compound,CPLX0-8006,ENOYL-ACP-REDUCT-NADPH-RXN,NA,-,NA,NA
ECOLI:REG0-9824,ECOLI:REG0-9824,2-Alkyl-Dinitrophenol-Derivatives,ECOLI:2-Alkyl-Dinitrophenol-Derivatives,NA,compound,CPLX0-8160,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9823,ECOLI:REG0-9823,CPD0-1367,ECOLI:CPD0-1367,NA,compound,CPLX0-8160,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9822,ECOLI:REG0-9822,CPD0-1366,ECOLI:CPD0-1366,NA,compound,CPLX0-8160,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,OTHER,-,NA,NA
ECOLI:REG0-7080,ECOLI:REG0-7080,MALONATE,ECOLI:MALONATE,NA,compound,CPLX0-8160,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7077,ECOLI:REG0-7077,PENTACHLOROPHENOL,ECOLI:PENTACHLOROPHENOL,NA,compound,CPLX0-8160,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-12336,ECOLI:REG0-12336,CPD-18649,ECOLI:CPD-18649,NA,compound,ASNSYNB-CPLX,ASNSYNB-RXN,COMPETITIVE,-,6600.0,&micro;mole
ECOLI:REG0-12332,ECOLI:REG0-12332,CPD0-1054,ECOLI:CPD0-1054,NA,compound,ASNSYNB-CPLX,ASNSYNB-RXN,COMPETITIVE,-,910.0,&micro;mole
ECOLI:REG0-12331,ECOLI:REG0-12331,L-THREO-3-METHYL-ASPARTATE,ECOLI:L-THREO-3-METHYL-ASPARTATE,NA,compound,ASNSYNB-CPLX,ASNSYNB-RXN,COMPETITIVE,-,18000.0,&micro;mole
ECOLI:REG0-12330,ECOLI:REG0-12330,3-SULFINOALANINE,ECOLI:3-SULFINOALANINE,NA,compound,ASNSYNB-CPLX,ASNSYNB-RXN,COMPETITIVE,-,5400.0,&micro;mole
ECOLI:REG0-13493,ECOLI:REG0-13493,CPD-6901,ECOLI:CPD-6901,NA,compound,3-OXOACYL-ACP-SYNTHII-CPLX,3-OXOACYL-ACP-SYNTH-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-11707,ECOLI:REG0-11707,CPD-15302,ECOLI:CPD-15302,NA,compound,3-OXOACYL-ACP-SYNTHII-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-9742,ECOLI:REG0-9742,CPD0-1242,ECOLI:CPD0-1242,NA,compound,3-OXOACYL-ACP-SYNTHII-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-11706,ECOLI:REG0-11706,ACP,ECOLI:ACP,ACP,protein,FABB-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-9740,ECOLI:REG0-9740,CPD0-1242,ECOLI:CPD0-1242,NA,compound,FABB-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-8305,ECOLI:REG0-8305,IODOACETAMIDE,ECOLI:IODOACETAMIDE,NA,compound,FABB-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-8304,ECOLI:REG0-8304,CPD-6901,ECOLI:CPD-6901,NA,compound,FABB-CPLX,3-OXOACYL-ACP-SYNTH-RXN,NA,-,NA,NA
ECOLI:REG0-12112,ECOLI:REG0-12112,ZN+2,ECOLI:ZN+2,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,MIXED,-,NA,NA
ECOLI:REG0-10748,ECOLI:REG0-10748,K+,ECOLI:K+,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,+,NA,NA
ECOLI:REG0-10747,ECOLI:REG0-10747,CPD0-2356,ECOLI:CPD0-2356,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-10411,ECOLI:REG0-10411,NAD,ECOLI:NAD,nad,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9657,ECOLI:REG0-9657,CPD0-1233,ECOLI:CPD0-1233,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-9656,ECOLI:REG0-9656,CPD0-1244,ECOLI:CPD0-1244,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-9247,ECOLI:REG0-9247,O-PHENANTHROLINE,ECOLI:O-PHENANTHROLINE,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-8796,ECOLI:REG0-8796,CPD0-1689,ECOLI:CPD0-1689,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-8793,ECOLI:REG0-8793,CAPSAICIN,ECOLI:CAPSAICIN,NA,compound,NADH-DHI-CPLX,NADH-DEHYDROG-A-RXN,NA,-,NA,NA
ECOLI:REG0-12034,ECOLI:REG0-12034,CHLORALAN-CPD,ECOLI:CHLORALAN-CPD,NA,compound,VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,VALINE-PYRUVATE-AMINOTRANSFER-RXN,NA,-,NA,NA
