"","uniprot_id","gene","MW_Da","glucose_pp_per_cell","acetate_pp_per_cell","fumarate_pp_per_cell","glycerol_pp_per_cell","pyruvate_pp_per_cell","fructose_pp_per_cell","succinate_pp_per_cell","xylose_pp_per_cell","glucose_chemostat_mu_0_5_pp_per_cell","glucose_chemostat_mu_0_12_pp_per_cell","glucose_chemostat_mu_0_20_pp_per_cell","glucose_chemostat_mu_0_35_pp_per_cell","glucose_MG1655_pp_per_cell","glucose_g_gDW","acetate_g_gDW","fumarate_g_gDW","glycerol_g_gDW","pyruvate_g_gDW","fructose_g_gDW","succinate_g_gDW","xylose_g_gDW","glucose_chemostat_mu_0_5_g_gDW","glucose_chemostat_mu_0_12_g_gDW","glucose_chemostat_mu_0_20_g_gDW","glucose_chemostat_mu_0_35_g_gDW","glucose_MG1655_g_gDW"
"772","P0AC13","folP",30577.67761,223,147,173,167,152,176,189,204,182,54,76,116,246,4.04399470218129e-05,2.66577229246928e-05,3.13726943263391e-05,3.02846240028823e-05,2.75644481942402e-05,3.19167294880676e-05,3.42742151888907e-05,3.69943909975328e-05,3.30047998115244e-05,9.79263291111164e-06,1.37822240971201e-05,2.10360262534991e-05,4.46108832617308e-05
"773","P0AC16","folB",13593.04335,18,90,101,162,66,114,71,116,121,54,98,113,95,1.45107688653509e-06,7.25538443267543e-06,8.14215364111353e-06,1.30596919788158e-05,5.32061525062865e-06,9.19015361472221e-06,5.72369216355506e-06,9.35138437989277e-06,9.75446129281918e-06,4.35323065960526e-06,7.90030749335769e-06,9.10953823213692e-06,7.65846134560184e-06
"774","P0AC19","folX",14055.38764,1182,640,1005,1204,840,1375,991,1514,1127,526,695,855,849,9.85284207339754e-05,5.33487218864165e-05,8.37741648372634e-05,0.000100362283048821,7.00201974759216e-05,0.000114616394677848,8.2607161545998e-05,0.000126203070212554,9.39437649468615e-05,4.38459808003985e-05,5.79333776735304e-05,7.12705581451345e-05,7.07704138774493e-05
"775","P0AC23","focA",30951.9479,26,38,38,34,38,34,43,24,52,66,68,66,1,4.77268257697965e-06,6.97545915097025e-06,6.97545915097025e-06,6.24120029297338e-06,6.97545915097025e-06,6.24120029297338e-06,7.89328272346634e-06,4.40555314798121e-06,9.54536515395929e-06,1.21152711569483e-05,1.24824005859468e-05,1.21152711569483e-05,1.83564714499217e-07
"776","P0AC28","ygfA",21073.86529,35,6,16,11,11,NA,14,NA,11,3,6,10,NA,4.37434932123879e-06,7.49888455069507e-07,1.99970254685202e-06,1.37479550096076e-06,1.37479550096076e-06,NA,1.74973972849552e-06,NA,1.37479550096076e-06,3.74944227534753e-07,7.49888455069507e-07,1.24981409178251e-06,NA
"777","P0AC30","ftsX",38501.30717,34,26,32,30,35,69,40,54,61,53,52,51,70,7.76346517400484e-06,5.9367674860037e-06,7.30679075200455e-06,6.85011633000427e-06,7.99180238500498e-06,1.57552675590098e-05,9.13348844000569e-06,1.23302093940077e-05,1.39285698710087e-05,1.21018721830075e-05,1.18735349720074e-05,1.16451977610073e-05,1.598360477001e-05
"778","P0AC33","fumA",60242.56175,1352,4783,4156,2523,3289,2749,4416,2149,4712,1543,2337,3725,1406,0.000483038047907672,0.00170885427747219,0.00148484180998838,0.000901409019875041,0.0011750829434677,0.000982153545634756,0.00157773374227831,0.000767787548042594,0.00168348763442378,0.00055127789047451,0.000834955560621471,0.00133085556838467,0.000502330987690966
"779","P0AC38","aspA",52304.53112,110,780,886,447,551,220,785,263,819,602,591,809,132,3.41219007875884e-05,0.000241955296493808,0.000274836400889121,0.000138658996836836,0.000170919703036011,6.82438015751767e-05,0.000243506291984153,8.15823627921431e-05,0.000254053061318499,0.000186739857037529,0.00018332766695877,0.000250951070337809,4.0946280945106e-05
"780","P0AC41","sdhA",64363.08691,2083,6360,4147,3118,4984,3371,4172,3181,6341,4903,5247,5840,1770,0.000795110250708889,0.00242770100552498,0.00158296793552077,0.00119018423509857,0.00190246254898373,0.00128675787572715,0.00159251078538525,0.00121423221675707,0.00242044843962797,0.00187154371542279,0.00200285332955811,0.00222920972834369,0.000675633770405537
"781","P0AC44","sdhD",12841.03993,29,33,37,30,48,49,41,35,37,36,32,39,110,2.20851021237605e-06,2.51313231063482e-06,2.81775440889358e-06,2.28466573694074e-06,3.65546517910519e-06,3.73162070366988e-06,3.12237650715235e-06,2.6654433597642e-06,2.81775440889358e-06,2.74159888432889e-06,2.43697678607012e-06,2.97006545802296e-06,8.37710770211605e-06
"782","P0AC47","frdB",27087.16048,165,138,380,153,210,170,277,106,159,232,237,247,129,2.65062715234616e-05,2.21688816378042e-05,6.10447465388812e-05,2.45785426853917e-05,3.37352546662238e-05,2.73094918726574e-05,4.44984073454476e-05,1.70282714029511e-05,2.55424071044266e-05,3.72694242026854e-05,3.80726445518812e-05,3.96790852502728e-05,2.07230850092518e-05
"783","P0AC51","zur ",19223.57739,70,90,97,103,137,91,86,76,141,115,120,121,90,7.98056185237462e-06,1.02607223816245e-05,1.1058778566862e-05,1.17428267256369e-05,1.56190996253618e-05,1.0374730408087e-05,9.80469027577454e-06,8.66461001114959e-06,1.60751317312117e-05,1.31109230431869e-05,1.36809631754994e-05,1.37949712019619e-05,1.02607223816245e-05
"784","P0AC53","zwf",55651.32689,1234,625,843,1171,998,1519,871,1773,997,920,864,816,1352,0.00040727889039154,0.000206279826981129,0.000278230230632146,0.000386485883831843,0.000329387627723466,0.000501342491494935,0.000287471566880901,0.000585174613180066,0.000329057580000296,0.000303643905316221,0.000285161232818712,0.000269318942106562,0.000446224521725578
"785","P0AC55","glnK",12233.6764,58,1,1,16,7,112,1,23,4,73,26,0,1072,4.20810143284149e-06,7.25534729800256e-08,7.25534729800256e-08,1.16085556768041e-06,5.07874310860179e-07,8.12598897376287e-06,7.25534729800256e-08,1.66872987854059e-06,2.90213891920102e-07,5.29640352754187e-06,1.88639029748067e-06,0,7.77773230345875e-05
"786","P0AC59","grxB",24316.69694,2666,1907,2360,1997,2300,2400,2648,2709,1840,840,1346,1474,943,0.000384473087026379,0.000275015070127271,0.000340343767960336,0.000287994281617284,0.000331690960300327,0.000346112306400342,0.000381877244728377,0.000390674265849386,0.000265352768240262,0.00012113930724012,0.000194111318506192,0.00021257064151421,0.000135993293723134
"787","P0AC62","grxC",9113.62373,4265,4706,5917,6170,5324,5558,4569,6501,6377,5877,5979,6220,4244,0.000230521452344084,0.000254357316466883,0.00031981135604219,0.000333485899405157,0.000287759955985909,0.00030040755735719,0.000246952524211048,0.000351376309891884,0.000344674162156675,0.0003176493729018,0.000323162429909795,0.000336188378330645,0.000229386411195379
"788","P0AC65","nrdH",9115.52639,33,10,19,4,5,NA,20,NA,13,3,9,41,48,1.78400846224558e-06,5.40608624922902e-07,1.02715638735351e-06,2.16243449969161e-07,2.70304312461451e-07,NA,1.0812172498458e-06,NA,7.02791212399772e-07,1.62182587476871e-07,4.86547762430611e-07,2.2164953621839e-06,2.59492139962993e-06
"789","P0AC69","grxD",12852.46558,6421,2829,3480,4245,3285,4874,4256,5360,4504,2277,2810,3171,6279,0.00048942971894233,0.000215635675889714,0.000265257035028704,0.000323567848763462,0.000250393494272785,0.000371512295612041,0.000324406304908668,0.000408556812572947,0.00034330967981876,0.000173560422057575,0.000214187433457086,0.000241704039677018,0.000478606012340584
"790","P0AC75","waaA",47243.52646,31,19,27,37,32,28,26,14,58,23,28,34,13,8.68570788217014e-06,5.3234983793946e-06,7.56497138124496e-06,1.03668126335579e-05,8.96589200740143e-06,7.84515550647625e-06,7.28478725601366e-06,3.92257775323813e-06,1.62506792634151e-05,6.44423488031978e-06,7.84515550647625e-06,9.52626025786402e-06,3.64239362800683e-06
"791","P0AC78","wecA",40912.09384,1,4,3,4,6,0,0,0,9,3,3,4,3,2.42634707501067e-07,9.7053883000427e-07,7.27904122503202e-07,9.7053883000427e-07,1.4558082450064e-06,0,0,0,2.18371236750961e-06,7.27904122503202e-07,7.27904122503202e-07,9.7053883000427e-07,7.27904122503202e-07
"792","P0AC81","gloA",14892.51473,1966,1205,1706,2436,1582,2370,1793,1869,2016,917,1388,1467,1253,0.000173641196322887,0.000106428098458331,0.000150677457236443,0.000215152570825307,0.000139725520133677,0.000209323313980287,0.000158361477623061,0.000165073955202175,0.000178057299993358,8.09913413164231e-05,0.000122591037892252,0.000129568481691595,0.000110667557981983
"793","P0AC84","gloB",28398.34858,282,359,276,275,237,207,287,206,246,327,301,331,204,4.74945100083029e-05,6.04628691240452e-05,4.64839885187645e-05,4.63155682705081e-05,3.99155988367652e-05,3.48629913890734e-05,4.83366112495848e-05,3.4694571140817e-05,4.14313810710727e-05,5.50734211798406e-05,5.06944947251744e-05,5.57471021728661e-05,3.43577306443042e-05
"794","P0AC86","glgP",93096.09715,135,164,141,146,190,162,117,153,220,214,186,188,48,7.45360648767021e-05,9.05475158502159e-05,7.78487788712222e-05,8.06093738666556e-05,0.00010490260982647,8.94432778520425e-05,6.45979228931418e-05,8.44742068602624e-05,0.00012146617979907,0.00011815346580455,0.000102694133830123,0.000103798371828296,2.65017119561607e-05
"795","P0AC92","gnsA",6553.42733,1269,506,775,1005,702,1146,974,1082,812,311,535,435,425,4.93209379997746e-05,1.96661896200835e-05,3.01211402283888e-05,3.90603173284267e-05,2.72839231488115e-05,4.45404215506239e-05,3.78554717192912e-05,4.20529983575699e-05,3.15591817618731e-05,1.2087322078747e-05,2.07933032544361e-05,1.69067045152892e-05,1.65180446413745e-05
"796","P0ACA1","yibF",22512.80566,637,421,577,626,633,604,552,575,409,362,368,335,246,8.50492076992693e-05,5.62099159205532e-05,7.70382933162926e-05,8.35805400623903e-05,8.45151467404042e-05,8.06432047886322e-05,7.37004123233857e-05,7.67712628368601e-05,5.46077330439579e-05,4.83325167772928e-05,4.91336082155905e-05,4.47276053049533e-05,3.28447489702045e-05
"797","P0ACA3","sspA",24271.40368,4718,3173,3915,4210,3805,4815,4271,4631,3402,2149,2417,2675,4212,0.000679131770189306,0.000456736987454571,0.000563544061104521,0.000606007789846752,0.000547710128353181,0.000693094419979124,0.000614788425281586,0.000666608568831427,0.000489700356545998,0.000309337468023912,0.000347914685999905,0.000385052455543958,0.00060629567953314
"798","P0ACA7","gstB",23680.16535,627,802,571,594,597,432,339,502,979,804,1035,943,536,8.80548920295227e-05,0.000112631616280187,8.01903402693101e-05,8.34204240279689e-05,8.38417393008374e-05,6.06693992930683e-05,4.76086258341438e-05,7.05000889933339e-05,0.00013748921737943,0.000112912493128766,0.000145353769139643,0.000132433434105008,7.52749954191773e-05
"799","P0ACB0","dnaB",52339.69889,207,162,130,128,131,164,129,154,130,75,82,125,180,6.42543867143687e-05,5.02860417764625e-05,4.03529964872847e-05,3.97321811567111e-05,4.06634041525715e-05,5.09068571070361e-05,4.00425888219979e-05,4.7802780454168e-05,4.03529964872847e-05,2.32805748965104e-05,2.5453428553518e-05,3.88009581608507e-05,5.5873379751625e-05
"800","P0ACB2","hemB",35583.87097,440,328,356,375,377,399,348,500,338,222,257,269,470,9.28553828035299e-05,6.92194671808132e-05,7.51284460864924e-05,7.91381103439175e-05,7.95601802657518e-05,8.42029494059283e-05,7.34401663991555e-05,0.000105517480458557,7.13298167899843e-05,4.68497613235992e-05,5.42359849556982e-05,5.67684044867035e-05,9.91864316310433e-05
"801","P0ACB4","hemG",21194.86359,106,77,106,152,144,100,77,128,143,64,113,136,57,1.33240946324192e-05,9.67882345939887e-06,1.33240946324192e-05,1.91062489068653e-05,1.81006568591355e-05,1.25699005966219e-05,9.67882345939887e-06,1.6089472763676e-05,1.79749578531693e-05,8.04473638183802e-06,1.42039876741828e-05,1.70950648114058e-05,7.16484334007449e-06
"802","P0ACB7","hemY",45198.8272,144,125,183,176,200,161,170,151,222,200,207,223,522,3.86003173886227e-05,3.35072199554016e-05,4.9054570014708e-05,4.71781656972055e-05,5.36115519286426e-05,4.31572993025573e-05,4.55698191393462e-05,4.04767217061252e-05,5.95088226407933e-05,5.36115519286426e-05,5.54879562461451e-05,5.97768804004365e-05,0.000139926150533757
"803","P0ACC1","hemK",30937.63414,2,0,2,5,9,NA,5,NA,2,0,16,1,NA,3.66959649618067e-07,0,3.66959649618067e-07,9.17399124045167e-07,1.6513184232813e-06,NA,9.17399124045167e-07,NA,3.66959649618067e-07,0,2.93567719694454e-06,1.83479824809034e-07,NA
"804","P0ACC3","erpA",12074.75582,3607,1790,2704,3460,2826,3877,3604,3127,2190,993,1178,1691,3626,0.000258300779538952,0.000128183641634246,0.000193636070937989,0.000247773966510889,0.000202372609641552,0.000277635742243559,0.000258085946620012,0.00022392751250854,0.000156828030826256,7.11096961691654e-05,8.43577261704702e-05,0.000121094155309223,0.000259661388025573
"805","P0ACC7","glmU",49141.57527,409,266,306,426,352,533,359,536,502,209,282,335,476,0.000119199271038514,7.75232422891066e-05,8.91808727085211e-05,0.000124153763966765,0.000102587147690848,0.000155337925338699,0.000104627233014245,0.000156212247620155,0.000146303261763652,6.09111189414409e-05,8.21862944568724e-05,9.76326547625967e-05,0.000138725801991033
"806","P0ACD4","iscU",13821.84619,9431,6815,6641,9007,6898,12349,6388,12781,10152,3123,4830,6805,8063,0.000773081032748316,0.000558641420653141,0.000544378235444975,0.00073832476534451,0.000565445123942093,0.00101227628813582,0.000523639236262988,0.00104768833416989,0.000832183081800541,0.000255999582787932,0.000395926348019761,0.000557821697365315,0.000660942886973775
"807","P0ACD8","hyaB",66193.03,1,1,1,1,1,1,1,1,1,1,1,1,NA,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,3.92566719647009e-07,NA
"808","P0ACE0","hybC",62433.71435,5,4,8,5,4,3,10,5,7,26,41,49,5,1.85135794794088e-06,1.48108635835271e-06,2.96217271670541e-06,1.85135794794088e-06,1.48108635835271e-06,1.11081476876453e-06,3.70271589588177e-06,1.85135794794088e-06,2.59190112711724e-06,9.62706132929259e-06,1.51811351731152e-05,1.81433078898207e-05,1.85135794794088e-06
"809","P0ACE3","hha",8604.45853,198,50,90,110,63,44,27,45,43,17,19,22,334,1.01039212704607e-05,2.55149527031836e-06,4.59269148657304e-06,5.61328959470038e-06,3.21488404060113e-06,2.24531583788015e-06,1.37780744597191e-06,2.29634574328652e-06,2.19428593247379e-06,8.67508391908241e-07,9.69568202720975e-07,1.12265791894008e-06,1.70439884057266e-05
"810","P0ACE7","hinT",13214.88763,1990,2056,1968,2151,1559,2095,2115,2484,2127,1399,1817,1999,1660,0.000155961631065261,0.00016113422787446,0.000154237432128861,0.000168579632372551,0.000122183006447609,0.000164190762352624,0.000165758215931169,0.00019467773445533,0.000166698688078296,0.000109643377819246,0.000142403157610844,0.000156666985175606,0.000130098647019263
"811","P0ACF0","hupA",9511.17791,132932,73951,101840,135752,125621,118656,121273,134243,95458,65848,71746,86223,167070,0.00749833884051407,0.0041713782655407,0.00574452221826161,0.00765740750366703,0.00708594487019091,0.00669306783513403,0.00684068581083308,0.00757228884668199,0.00538453065505515,0.00371430969194904,0.00404700010871364,0.00486360898689288,0.00942397218190267
"812","P0ACF4","hupB",9201.98388,41918,29079,42130,38259,41530,26074,32349,34508,39205,34675,43029,49778,52364,0.00228761659796128,0.00158694601488898,0.00229918620335199,0.00208793175775087,0.00226644203715187,0.00142295231583669,0.00176540172067965,0.00188322614538976,0.00213955839312639,0.00189233993831546,0.00234824787904185,0.0027165651751829,0.00285769253150543
"813","P0ACF8","hns",15512.02414,22541,25196,33303,35150,33464,36221,26041,27234,34713,24220,24207,32872,20994,0.0020736853924879,0.00231793519139014,0.00306374804250142,0.00323366494591854,0.00307855942390378,0.00333219283089944,0.00239567194471308,0.00250542336094297,0.00319346262496928,0.00222814694139821,0.00222695099134708,0.00302409769849884,0.00193136733640437
"814","P0ACG1","stpA",15319.95488,6863,2121,2856,2501,1898,3601,3144,3797,3106,904,1416,2252,11813,0.000623552037418987,0.000192707834965128,0.000259487777774826,0.000227233519683067,0.0001724467094596,0.000327176291234995,0.000285654612508421,0.000344984275984248,0.000282202044036628,8.21347868026759e-05,0.000128653604106846,0.000204610110486312,0.00107329450940267
"815","P0ACG8","hslR",15468.26447,17,33,49,81,39,391,281,343,50,38,64,32,NA,1.55952279730275e-06,3.02730895947004e-06,4.49509512163733e-06,7.43066744597191e-06,3.57772877028277e-06,3.58690243379632e-05,2.5777994473063e-05,3.14656658514613e-05,4.58683175677278e-06,3.48599213514732e-06,5.87114464866916e-06,2.93557232433458e-06,NA
"816","P0ACI0","rob",33105.8406,102,115,113,119,97,79,65,67,126,158,137,132,60,2.00265439887081e-05,2.25789466539356e-05,2.21862693208236e-05,2.33643013201594e-05,1.90448506559283e-05,1.5510754657921e-05,1.27620133261375e-05,1.31546906592494e-05,2.47386719860511e-05,3.10215093158419e-05,2.68983973181667e-05,2.59167039853869e-05,1.17803199933577e-05
"817","P0ACI3","xylR",44823.08056,1,0,1,1,2,0,1,57,0,2,1,1,NA,2.65829343360061e-07,0,2.65829343360061e-07,2.65829343360061e-07,5.31658686720121e-07,0,2.65829343360061e-07,1.51522725715235e-05,0,5.31658686720121e-07,2.65829343360061e-07,2.65829343360061e-07,NA
"818","P0ACI6","asnC",16858.87233,114,35,14,52,44,NA,58,NA,53,12,51,72,NA,1.13981558429805e-05,3.49943381144138e-06,1.39977352457655e-06,5.19915880557005e-06,4.39928822009774e-06,NA,5.79906174467429e-06,NA,5.29914262875409e-06,1.19980587820847e-06,5.09917498238601e-06,7.19883526925084e-06,NA
"819","P0ACJ0","lrp",18857.02597,6092,5416,6795,7004,5778,8057,5811,7641,8661,6712,7704,7875,5583,0.000681293603271576,0.00060569372214689,0.000759913006275501,0.000783286342303696,0.000646177682157446,0.000901047695594071,0.00064986820889874,0.000854524691825034,0.000968595518374116,0.000750630772350429,0.000861570242876595,0.000880693881445118,0.00062437002414071
"820","P0ACJ8","crp",23607.36405,2048,2421,3247,2655,3776,2397,3459,2364,2868,2880,2653,2506,1968,0.000286733652645063,0.000338956139186376,0.000454601645575449,0.000371717699107736,0.000528665172064335,0.000335595979194442,0.000484283058837536,0.000330975759205532,0.000401539119036153,0.00040321919903212,0.000371437685775075,0.000350856705824477,0.000275533119338615
"821","P0ACK2","agaR",29536.09198,30,29,23,30,27,34,24,30,23,16,22,23,NA,5.25503368245006e-06,5.07986589303506e-06,4.02885915654505e-06,5.25503368245006e-06,4.72953031420506e-06,5.95570484011007e-06,4.20402694596005e-06,5.25503368245006e-06,4.02885915654505e-06,2.80268463064003e-06,3.85369136713005e-06,4.02885915654505e-06,NA
"822","P0ACK5","deoR",28511.57257,26,23,28,34,31,49,35,30,45,36,42,35,24,4.39638519962518e-06,3.88910998428382e-06,4.73456867651943e-06,5.74911910720216e-06,5.2418438918608e-06,8.285495183909e-06,5.91821084564929e-06,5.07275215341367e-06,7.60912823012051e-06,6.08730258409641e-06,7.10185301477914e-06,5.91821084564929e-06,4.05820172273094e-06
"823","P0ACK8","fucR",27327.20472,7,15,45,34,27,4,11,1,24,18,19,45,6,1.13447379275988e-06,2.43101527019974e-06,7.29304581059923e-06,5.51030127911942e-06,4.37582748635954e-06,6.48270738719932e-07,1.78274453147981e-06,1.62067684679983e-07,3.88962443231959e-06,2.91721832423969e-06,3.07928600891967e-06,7.29304581059923e-06,9.72406108079897e-07
"824","P0ACL0","glpR",28012.40604,75,51,64,90,68,123,90,96,60,48,57,53,1,1.24598522856668e-05,8.47269955425345e-06,1.0632407283769e-05,1.49518227428002e-05,1.12969327390046e-05,2.04341577484936e-05,1.49518227428002e-05,1.59486109256536e-05,9.96788182853347e-06,7.97430546282678e-06,9.4694877371068e-06,8.80496228187123e-06,1.66131363808891e-07
"825","P0ACL2","exuR",29798.93423,44,40,53,53,44,70,57,71,50,43,41,49,28,7.7759708812924e-06,7.06906443753855e-06,9.36651037973858e-06,9.36651037973858e-06,7.7759708812924e-06,1.23708627656925e-05,1.00734168234924e-05,1.25475893766309e-05,8.83633054692318e-06,7.59924427035394e-06,7.24579104847701e-06,8.65960393598472e-06,4.94834510627698e-06
"826","P0ACL5","glcC",28790.28432,19,42,76,22,54,13,52,53,58,70,57,83,2,3.24414884755895e-06,7.17127639986715e-06,1.29765953902358e-05,3.75638287612089e-06,9.22021251411491e-06,2.21968079043507e-06,8.87872316174028e-06,9.0494678379276e-06,9.90319121886416e-06,1.19521273331119e-05,9.73244654267685e-06,1.4171808123547e-05,3.41489352374626e-07
"827","P0ACL7","lldR",29129.87064,17,4,11,22,15,NA,14,NA,10,5,32,9,0,2.93689685961e-06,6.91034555202353e-07,1.90034502680647e-06,3.80069005361294e-06,2.59137958200882e-06,NA,2.41862094320824e-06,NA,1.72758638800588e-06,8.63793194002942e-07,5.52827644161883e-06,1.55482774920529e-06,0
