"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"ACALDtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PSP_L","fwd",2693.14210994718,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGAM2-MONOMER",24.065,1,2693.14210994718,2693.14210994718,2.48212754816467e-06,0.238325537615054
"ADSK","fwd",85.0720534858788,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYLYLSULFKIN-CPLX",44.642,2,170.144106971758,170.144106971758,7.28826626808411e-05,0.238325537615054
"SUCCt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"SUCCt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"HSDy","fwd",3.07355564669199,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASPKINIIHOMOSERDEHYDROGII-CPLX",177.776,2,6.14711129338398,6.14711129338398,0.0080334029864355,0.238325537615054
"HSDy","bwd",10.5605389805061,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASPKINIIHOMOSERDEHYDROGII-CPLX",177.776,2,21.1210779610122,21.1210779610122,0.00233805406681315,0.238325537615054
"CYSTL","fwd",6.47745038529771,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8092",87.284,2,12.9549007705954,12.9549007705954,0.00187153541234274,0.238325537615054
"SHSL1","fwd",7.32262960834817,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","O-SUCCHOMOSERLYASE-CPLX",166.2,4,29.2905184333927,29.2905184333927,0.00157616420384128,0.238325537615054
"SULabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-70-CPLX",181.607,5,325,325,0.000155219658119658,0.238325537615054
"SULabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-70-CPLX",181.607,5,325,325,0.000155219658119658,0.238325537615054
"GLUtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLUtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"AKGt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","KGTP-MONOMER",47.052,1,65,65,0.000201076923076923,0.238325537615054
"AKGt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","KGTP-MONOMER",47.052,1,65,65,0.000201076923076923,0.238325537615054
"XYLt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","XYLE-MONOMER",53.608,1,65,65,0.000229094017094017,0.238325537615054
"XYLt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","XYLE-MONOMER",53.608,1,65,65,0.000229094017094017,0.238325537615054
"GLYCtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLYCtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"Htex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"Htex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PYRt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG10167-MONOMER",75.105,1,65,65,0.000320961538461538,0.238325537615054
"PYRt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG10167-MONOMER",75.105,1,65,65,0.000320961538461538,0.238325537615054
"THD2pp","fwd",3.84083241779726,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PYRNUTRANSHYDROGEN-CPLX",206.692,4,15.363329671189,15.363329671189,0.00373710944653581,0.238325537615054
"TKT2","fwd",32.2780254754625,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-1261",73.043,1,32.2780254754625,32.2780254754625,0.000628592422347715,0.238325537615054
"TKT2","bwd",3.04933639576167,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-1261",73.043,1,3.04933639576167,3.04933639576167,0.00665381564671687,0.238325537615054
"ATPS4rpp","fwd",251.91568917966,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ATPSYN-CPLX",543.641,23,5794.06085113218,5794.06085113218,2.60631347803986e-05,0.238325537615054
"ATPS4rpp","bwd",9.23452646768522,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ATPSYN-CPLX",543.641,23,212.39410875676,212.39410875676,0.000710996127777873,0.238325537615054
"GK1","fwd",37.5362994835745,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GUANYL-KIN-CPLX",47.186,2,75.072598967149,75.072598967149,0.000174593958415611,0.238325537615054
"GK1","bwd",5.6792186294654,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GUANYL-KIN-CPLX",47.186,2,11.3584372589308,11.3584372589308,0.00115396351834548,0.238325537615054
"GLCNtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLCNtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLNtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLNtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"O2tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"O2tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"D_LACtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"D_LACtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLCtex_copy1","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLCtex_copy1","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FUMt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"FUMt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"PItex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PItex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"CYTBDpp","fwd",2.54015100963198,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","APP-UBIOX-CPLX",103.941,3,7.62045302889594,7.62045302889594,0.00378881673970282,0.238325537615054
"CYTBD2pp","fwd",3.52714995698814,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","APP-UBIOX-CPLX",103.941,3,10.5814498709644,10.5814498709644,0.00272859583063625,0.238325537615054
"ACt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"ACt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","EG11512-MONOMER",20.071,1,65,65,8.57735042735043e-05,0.238325537615054
"METS","fwd",5.10275366474256,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HOMOCYSMETB12-MONOMER",135.996,1,5.10275366474256,5.10275366474256,0.00740319230530062,0.238325537615054
"FRUtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FRUtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FUMtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FUMtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PRASCSi","fwd",5.51462248092798,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","SAICARSYN-CPLX",80.985,3,16.5438674427839,16.5438674427839,0.0013597687125537,0.238325537615054
"MTHFC","fwd",40.9179055518934,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FOLD-CPLX",62.088,2,81.8358111037868,81.8358111037868,0.000210747183098044,0.238325537615054
"MTHFC","bwd",10.2408562348246,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FOLD-CPLX",62.088,2,20.4817124696492,20.4817124696492,0.000842051986240097,0.238325537615054
"MTHFD","fwd",40.9179055518934,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FOLD-CPLX",62.088,2,81.8358111037868,81.8358111037868,0.000210747183098044,0.238325537615054
"MTHFD","bwd",8.1147720294708,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FOLD-CPLX",62.088,2,16.2295440589416,16.2295440589416,0.00106267105249729,0.238325537615054
"XYLtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"XYLtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"FORtppi","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"FORtppi","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"PYRtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"PYRtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SO4tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SO4tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SUCCtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"SUCCtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GRXR","fwd",6.53234101016794,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GRXC-MONOMER",9.137,1,6.53234101016794,6.53234101016794,0.000388536904549982,0.238325537615054
"RNDR1b","fwd",0.292833268948748,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,1.17133307579499,1.17133307579499,0.0554553337636949,0.238325537615054
"RNDR2b","fwd",0.890564856384955,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","RIBONUCLEOSIDE-DIP-REDUCTII-CPLX",233.844,4,3.56225942553982,3.56225942553982,0.018234681674489,0.238325537615054
"MALt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"MALt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.238325537615054
"NH4tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"NH4tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RIBabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-42-CPLX",158.287,4,260,260,0.000169110042735043,0.238325537615054
"RIBabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-42-CPLX",158.287,4,260,260,0.000169110042735043,0.238325537615054
"GLYCAt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","YHAU-MONOMER",49.009,1,65,65,0.000209440170940171,0.238325537615054
"GLYCAt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","YHAU-MONOMER",49.009,1,65,65,0.000209440170940171,0.238325537615054
"GLYCAtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLYCAtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLNabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.238325537615054
"GLNabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","ABC-12-CPLX",129.38,5,325,325,0.000110581196581197,0.238325537615054
"CO2tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"CO2tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"GLUt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.238325537615054
"GLUt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","GLTP-MONOMER",47.159,1,65,65,0.000201534188034188,0.238325537615054
"ACGK","fwd",6.48212821323525,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACETYLGLUTKIN-CPLX",54.318,2,12.9642564264705,12.9642564264705,0.00116384101308933,0.238325537615054
"GNK","fwd",26.65476051773,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUCONOKINI-MONOMER",21.004,1,26.65476051773,26.65476051773,0.000218889396532508,0.238325537615054
"GLUDy","fwd",2.76251429399887,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GDHA-CPLX",291.486,6,16.5750857639932,16.5750857639932,0.00488494204411445,0.238325537615054
"GLUDy","bwd",73.6723861331866,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GDHA-CPLX",291.486,6,442.03431679912,442.03431679912,0.000183172053065122,0.238325537615054
"GLCNt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","GNTT-MONOMER",45.967,1,65,65,0.000196440170940171,0.238325537615054
"GLCNt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","GNTT-MONOMER",45.967,1,65,65,0.000196440170940171,0.238325537615054
"GLCptspp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","CPLX-157",119.605,3,195,195,0.000170377492877493,0.238325537615054
"GLCptspp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","CPLX-157",119.605,3,195,195,0.000170377492877493,0.238325537615054
"HSTPT","fwd",5.95604008098527,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HISTPHOSTRANS-CPLX",78.72,2,11.9120801619705,11.9120801619705,0.00183567155100889,0.238325537615054
"THDPS","fwd",1.67766321744612,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-3181",59.784,2,3.35532643489224,3.35532643489224,0.00494934456867533,0.238325537615054
"THRD_L","fwd",27.9180832027581,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","LSERINEDEAM1-MONOMER",48.907,1,27.9180832027581,27.9180832027581,0.000486612124446841,0.238325537615054
"ETOHtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"ETOHtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RNDR2","fwd",12.9,"kcat","s-1","manual_curation","max entry for escherichia coli in Brenda (from GECKO3 db)",1,"general","RIBONUCLEOSIDE-DIP-REDUCTI-CPLX",258.584,4,51.6,51.6,0.00139203273040482,0.238325537615054
"DHFR","fwd",2.90061019080615,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.90061019080615,2.90061019080615,0.00172367946512409,0.238325537615054
"DHFR","bwd",2.44839118615962,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROFOLATEREDUCT-MONOMER",17.999,1,2.44839118615962,2.44839118615962,0.00204204387374243,0.238325537615054
"PRAIi","fwd",3.3782204712377,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PRAI-IGPS",49.492,1,3.3782204712377,3.3782204712377,0.00406953243425848,0.238325537615054
"TYRTA","fwd",3.16687227344071,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,6.33374454688142,6.33374454688142,0.00381887485337362,0.238325537615054
"TYRTA","bwd",7.25480859173671,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,14.5096171834734,14.5096171834734,0.00166701694964963,0.238325537615054
"SHKK","fwd",12.9343442798416,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROL-MONOMER",19.151,1,12.9343442798416,12.9343442798416,0.000411286579909049,0.238325537615054
"GLUSy","fwd",2.65221345400859,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTAMATESYN-CPLX",861.244,8,21.2177076320687,21.2177076320687,0.0112752257969123,0.238325537615054
"IG3PS","fwd",5.01309001891081,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTAMIDOTRANS-CPLX",50.107,2,10.0261800378216,10.0261800378216,0.00138822672828596,0.238325537615054
"PDH","fwd",71.8999038314613,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PYRUVATEDEH-CPLX",4586.592,60,4313.99422988768,4313.99422988768,0.000295330328563399,0.238325537615054
"MTHFR2","fwd",3.72011217539015,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","METHYLENETHFREDUCT-CPLX",132.412,4,14.8804487015606,14.8804487015606,0.00247177432944301,0.238325537615054
"DUTPDP","fwd",0.0256586672596037,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G7164-MONOMER",16.371,1,0.0256586672596037,0.0256586672596037,0.177230561275466,0.238325537615054
"NTP5","fwd",8.87224563595125,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G7841-MONOMER",39.193,1,8.87224563595125,8.87224563595125,0.00122707879055213,0.238325537615054
"FORt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"FORt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","FOCB-MONOMER",30.565,1,65,65,0.000130619658119658,0.238325537615054
"GLNS","fwd",14.6228727970929,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTAMINESYN-OLIGOMER",622.848,12,175.474473565115,175.474473565115,0.000985974368910882,0.238325537615054
"ACGS","fwd",25.9221785816804,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","N-ACETYLTRANSFER-CPLX",295.17,6,155.533071490082,155.533071490082,0.000527165482435,0.238325537615054
"SUCOAS","fwd",4.19871463441526,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","SUCCCOASYN",142.34,4,16.794858537661,16.794858537661,0.00235422577690823,0.238325537615054
"SUCOAS","bwd",61.7010992525447,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","SUCCCOASYN",142.34,4,246.804397010179,246.804397010179,0.000160203340653036,0.238325537615054
"PRAIS","fwd",14.5830301099742,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AIRS-CPLX",73.708,2,29.1660602199484,29.1660602199484,0.000701995548594553,0.238325537615054
"HISTP","fwd",3.33369150802907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","IMIDHISTID-CPLX",80.556,2,6.66738301605814,6.66738301605814,0.00335613937474018,0.238325537615054
"LDH_D","fwd",5.60187181883392,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8158",146.14,4,22.4074872753357,22.4074872753357,0.00181164643521308,0.238325537615054
"LDH_D","bwd",11.5637911006675,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8158",146.14,4,46.25516440267,46.25516440267,0.000877619720277142,0.238325537615054
"KAS15","fwd",14.9841776036285,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-252",67.03,2,29.968355207257,29.968355207257,0.000621303515514113,0.238325537615054
"T2DECAI","fwd",2.04743283973816,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,4.09486567947632,4.09486567947632,0.00257354798868056,0.238325537615054
"T2DECAI","bwd",2.65329094242641,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABA-CPLX",37.938,2,5.30658188485282,5.30658188485282,0.00198589856182453,0.238325537615054
"3OAS161","fwd",1.87647496051425,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,3.7529499210285,3.7529499210285,0.00630807481768929,0.238325537615054
"DHQS","fwd",38.124802408187,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROB-MONOMER",38.881,1,38.124802408187,38.124802408187,0.000283287442703139,0.238325537615054
"EAR161x","fwd",1.49190406602306,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8006",111.456,4,5.96761626409224,5.96761626409224,0.0051880011431515,0.238325537615054
"PGCD","fwd",37.464286427222,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PGLYCDEHYDROG-CPLX",176.704,4,149.857145708888,149.857145708888,0.00032754156775277,0.238325537615054
"MALtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"MALtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"3OAS141","fwd",1.87647496051425,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,3.7529499210285,3.7529499210285,0.00630807481768929,0.238325537615054
"3OAR121","fwd",3.76323216049135,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8005",102.24,4,15.0529286419654,15.0529286419654,0.00188667605324487,0.238325537615054
"ADSL1r","fwd",4.03656199673189,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7959",206.172,4,16.1462479869276,16.1462479869276,0.00354695406922818,0.238325537615054
"ADSL1r","bwd",3.15405021774824,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7959",206.172,4,12.616200870993,12.616200870993,0.00453940140820638,0.238325537615054
"AICART","fwd",11.8847026786785,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AICARTRANSIMPCYCLO-CPLX",57.329,1,11.8847026786785,11.8847026786785,0.00133993442265843,0.238325537615054
"AICART","bwd",3.40653355146525,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AICARTRANSIMPCYCLO-CPLX",57.329,1,3.40653355146525,3.40653355146525,0.00467475866056641,0.238325537615054
"D_LACt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","B2975-MONOMER",58.92,1,65,65,0.000251794871794872,0.238325537615054
"D_LACt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","B2975-MONOMER",58.92,1,65,65,0.000251794871794872,0.238325537615054
"RIBtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"RIBtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
